Review Text,cleaned,Rating,sentiment
I love this dress! it is so much fun to wear to the beach or out to lunch! the arm holes are a little large so i wear s tank underneath!,i love this dress it is so much fun to wear to the beach or out to lunch the arm holes are a little large so i wear s tank underneath,5,positive
"These are very cute and i bought both colors. they are accurately pictured. however, right out of the bag they had an especially strong chemical-type odor. must be the dye. i have been airing them outside in the sun trying to decide if i will keep them. they seem to be ""calming down"" a bit but it's been two days!! they are not jersey but are a non-stretchy type fabric with a slight sheen. dress up or down. i'm a 00 or 24 and the xs fit well.",these are very cute and i bought both colors they are accurately pictured however right out of the bag they had an especially strong chemicaltype odor must be the dye i have been airing them outside in the sun trying to decide if i will keep them they seem to be calming down a bit but its been two days they are not jersey but are a nonstretchy type fabric with a slight sheen dress up or down im a or and the xs fit well,4,positive
"I love this top, very slimming and cool fabric. only problem it is very delicate and will snag, as a mater of fact mine arrived with a hole in the back. i'm returning for exchange as i love the way the top looks, but know i will have to be super careful not to snag the fabric.",i love this top very slimming and cool fabric only problem it is very delicate and will snag as a mater of fact mine arrived with a hole in the back im returning for exchange as i love the way the top looks but know i will have to be super careful not to snag the fabric,4,positive
"It made me look extra thick in the middle--could pass for maternity wear. pretty colors. fabric is fine. it's just too shapeless and not flattering on me. i'm 5'11"" and it was also on the short side for me. even if it fit better, probably too short for my age (40s).",it made me look extra thick in the middlecould pass for maternity wear pretty colors fabric is fine its just too shapeless and not flattering on me im and it was also on the short side for me even if it fit better probably too short for my age s,3,neutral
"Tried the navy in store. boy does it run big! i'm normally a size 6 / small (ish). 5'6"", 34a-28-36. the xs was still quite boxy on me while the sleeves were well fitted. i understand this is the style and i like the design with the different sleeves.
it was a no buy as the main fabric was already pilling in store and looked a bit cheap - sorry!",tried the navy in store boy does it run big im normally a size small ish a the xs was still quite boxy on me while the sleeves were well fitted i understand this is the style and i like the design with the different sleeves it was a no buy as the main fabric was already pilling in store and looked a bit cheap sorry,3,neutral
"I love this piece, it fits well and is comfortable. you can dress it up or be more casual. i have received many compliments already and it goes with many of my outfits.",i love this piece it fits well and is comfortable you can dress it up or be more casual i have received many compliments already and it goes with many of my outfits,4,positive
"This is gorgeous! i absolutely love it but i need to return it. this is the second time i've ordered this dress/tunic. the fit is amazing, the fabric is so soft and it looks so fabulous on. the issue that i've had twice is that the back of the dress was not cut in the same direction. this means the sheen is different on one side of the middle seam in the back than the other side. unfortunately, it looks like 2 different colors. i returned the first one and i reordered but i have the same thing a",this is gorgeous i absolutely love it but i need to return it this is the second time ive ordered this dresstunic the fit is amazing the fabric is so soft and it looks so fabulous on the issue that ive had twice is that the back of the dress was not cut in the same direction this means the sheen is different on one side of the middle seam in the back than the other side unfortunately it looks like different colors i returned the first one and i reordered but i have the same thing a,4,positive
"I am pretty standard size 8, 36c, 5&amp;#39;6&amp;quot;, 150 lbs. i ordered the small and the bust fit well but the whole thing was like a tent and way too flowy for my taste. it was also long so everything was very covered. i didn&amp;#39;t feel it flattered my build. i returned!",i am pretty standard size c ampampquot lbs i ordered the small and the bust fit well but the whole thing was like a tent and way too flowy for my taste it was also long so everything was very covered i didnampt feel it flattered my build i returned,3,neutral
Really cute stress! i love the pattern and feel that this dress you can easily dress up or dress down. the neckline is the main reason why i bought the dress. it is a dress that hits above my knees so i like how modest it is. the slightly open back is also a nice touch. it's a dress that can easily be dressed up or dressed down. perfect spring dress!,really cute stress i love the pattern and feel that this dress you can easily dress up or dress down the neckline is the main reason why i bought the dress it is a dress that hits above my knees so i like how modest it is the slightly open back is also a nice touch its a dress that can easily be dressed up or dressed down perfect spring dress,5,positive
"I really had high hopes for this sweater however, unfortunately it is not as nice as i expected it to be. i own a few angel of the north sweaters and i really don't feel like this particular sweater meets their usual standard. first of all the yarn feels very cheap and is not very soft. secondly, the actual knit also appears to be very cheap. i ordered the white sweater in my usual size medium and while it fits, i really can't see how they were able to get the neck of the sweater to go off the m",i really had high hopes for this sweater however unfortunately it is not as nice as i expected it to be i own a few angel of the north sweaters and i really dont feel like this particular sweater meets their usual standard first of all the yarn feels very cheap and is not very soft secondly the actual knit also appears to be very cheap i ordered the white sweater in my usual size medium and while it fits i really cant see how they were able to get the neck of the sweater to go off the m,4,positive
"Unfortunately this top is shirt-length, and i'm only 5'4"". needs to be about 6"" longer. made of sweatshirt material, which i wouldn't mind if it were longer. also runs very wide- ordered an xs and could have gone smaller.",unfortunately this top is shirtlength and im only needs to be about longer made of sweatshirt material which i wouldnt mind if it were longer also runs very wide ordered an xs and could have gone smaller,1,negative
"This is ruching done right! i tried this dress on and the two other women who saw me in it went to try it on as well.

it is fitted, but comfortable and because it is well cut the ruching hides a multitude of sins to leave you looking sleek and curvy in all the right places. it is also a versatile layering piece and would look great with almost anything. so unless this particular color is your nemesis, this dress is a winner!",this is ruching done right i tried this dress on and the two other women who saw me in it went to try it on as well it is fitted but comfortable and because it is well cut the ruching hides a multitude of sins to leave you looking sleek and curvy in all the right places it is also a versatile layering piece and would look great with almost anything so unless this particular color is your nemesis this dress is a winner,5,positive
"I wasn't sure how to rate the fit on these. i tried my normal 12 and the waist fit pretty well- but there's a lot of room in the hip/pelvis area. i tried a 10 but the waist didn't fit. i can see these gathering when i sit- but i just love the print. there is no stretch in these, either. i have slim legs- if you don't, i would size up or just pass. the calf is tight.",i wasnt sure how to rate the fit on these i tried my normal and the waist fit pretty well but theres a lot of room in the hippelvis area i tried a but the waist didnt fit i can see these gathering when i sit but i just love the print there is no stretch in these either i have slim legs if you dont i would size up or just pass the calf is tight,4,positive
This jacket is adorable.. it is very flattering and different. can easily be dressed up for work or dressed down as shown. note: it is unlined and very light weight. these are huge selling points for me as it makes the jacket seasonless. love it!!!,this jacket is adorable it is very flattering and different can easily be dressed up for work or dressed down as shown note it is unlined and very light weight these are huge selling points for me as it makes the jacket seasonless love it,5,positive
"Great fit, wonderfully made, and priced just right.",great fit wonderfully made and priced just right,5,positive
I saw this shirt and new that i had to have it. i love the tassel on the back at the tie. the fabric is not too sheer. the fit is loose and will be cool this summer.,i saw this shirt and new that i had to have it i love the tassel on the back at the tie the fabric is not too sheer the fit is loose and will be cool this summer,5,positive
"I vacillate betwixt saying this shirt runs large and small. i usually wear a small in retailer items, but the xs was all that was left in the charming bee print. the fit is flattering even though it's smaller than my usual size. conclusion: runs large. however, when i went to put my head through the top of the shirt, it was like being birthed. conclusion: runs small. bottom line: i'm in love with this shirt and so i'll just have to get used to the faux birthing feeling every time i put it o",i vacillate betwixt saying this shirt runs large and small i usually wear a small in retailer items but the xs was all that was left in the charming bee print the fit is flattering even though its smaller than my usual size conclusion runs large however when i went to put my head through the top of the shirt it was like being birthed conclusion runs small bottom line im in love with this shirt and so ill just have to get used to the faux birthing feeling every time i put it o,4,positive
"I had high hopes for this cool top. i ordered it in xxs because no petites were available at the time, and i think the size is just right (i'm +/- 105 lbs, 34aa). i just suspect it looks better on people with broad shoulders, like the models'; mine are kind of narrow. plus, crew necks aren't the most flattering neckline on me. i would say it's fairly short, just barely covering my belt, so on taller people it may be cropped, and the waist is kind of fitted, as shown. i love that it's cotton, mad",i had high hopes for this cool top i ordered it in xxs because no petites were available at the time and i think the size is just right im lbs aa i just suspect it looks better on people with broad shoulders like the models mine are kind of narrow plus crew necks arent the most flattering neckline on me i would say its fairly short just barely covering my belt so on taller people it may be cropped and the waist is kind of fitted as shown i love that its cotton mad,4,positive
"I tried the xs in store and waistband is very stretchy and the material is lightweight (feels delicate) and to the floor. fell in love with the watercolor print. this would be great as a quick cover up over a bikini. beware- if you plan on wearing this anywhere besides by the beach, make sure to rock your nude undies because the cream color is super see-thru, which is my least favorite part of this piece. i couldn't get to the petites sizes before they all sold out, so i'm crossing my fingers th",i tried the xs in store and waistband is very stretchy and the material is lightweight feels delicate and to the floor fell in love with the watercolor print this would be great as a quick cover up over a bikini beware if you plan on wearing this anywhere besides by the beach make sure to rock your nude undies because the cream color is super seethru which is my least favorite part of this piece i couldnt get to the petites sizes before they all sold out so im crossing my fingers th,5,positive
"Love love love! it's the perfect cozy, comfy piece for a bitterly cold day. and the color is such a nice shade for the dreary winter.",love love love its the perfect cozy comfy piece for a bitterly cold day and the color is such a nice shade for the dreary winter,5,positive
One can't tell from the picture but the top shoulder part is sheet and transparent. it also is very long almost dress length.  feels less quality than what retailer usually carries.,one cant tell from the picture but the top shoulder part is sheet and transparent it also is very long almost dress length feels less quality than what retailer usually carries,1,negative
"I adore this sweater!  is it a bit itchy? yes.  do i care?  certainly not enough to send it back. great length, hangs nicely. unique without being gaudy. great purchase.",i adore this sweater is it a bit itchy yes do i care certainly not enough to send it back great length hangs nicely unique without being gaudy great purchase,5,positive
"I ordered this sweater online in a size 12. i am 5'7 170 i normally wear a 10/12, i was swimming in this one. i could have ordered an 8 and been fine. the fabric feels luxurious but the twist in the shoulder is not sewn into place, you will have to steam/press it each time you wear it or you could have it sewed into place.",i ordered this sweater online in a size i am i normally wear a i was swimming in this one i could have ordered an and been fine the fabric feels luxurious but the twist in the shoulder is not sewn into place you will have to steampress it each time you wear it or you could have it sewed into place,4,positive
"So many things to love: love the mod kind of style, the forgiving pleats and empire waist and the fabric quality. but the neckline is just way too deep. if they didn't pin the one on the model, i'm a monkey's uncle. that super low neckline takes what should be a nice day dress and turns it into something you can't really wear in a church or in front of your dad. i seriously considered altering it, but the waist is already so high, i felt it would ruin the line of the dress.",so many things to love love the mod kind of style the forgiving pleats and empire waist and the fabric quality but the neckline is just way too deep if they didnt pin the one on the model im a monkeys uncle that super low neckline takes what should be a nice day dress and turns it into something you cant really wear in a church or in front of your dad i seriously considered altering it but the waist is already so high i felt it would ruin the line of the dress,3,neutral
"Love the crushed velvet and tried it on in the regular sizing in blue, but really needed the petite. although i tried on the xs in the regular sizing, i was afraid i'd need my normal sp, so i ordered that instead of the xsp. should have stuck with the xsp and will be exchanging it for that size. it definitely is dress length (but dowdy dress length in the regular for me at 5'1"") and the petite sizing is not all that much shorter, but enough to be cute. expecting a lot of use, especially over the",love the crushed velvet and tried it on in the regular sizing in blue but really needed the petite although i tried on the xs in the regular sizing i was afraid id need my normal sp so i ordered that instead of the xsp should have stuck with the xsp and will be exchanging it for that size it definitely is dress length but dowdy dress length in the regular for me at and the petite sizing is not all that much shorter but enough to be cute expecting a lot of use especially over the,5,positive
"Just purchased this lovely sweater over the weekend during the 25% off sale. i went in to buy the rona sweater in grey (which i think is the same style with different name) but it was all sold out! the sa pointed me to a rack of these sweaters and i am happy with this choice! the back print is really cute and the sweater design and color is very flattering. it goes well with pants or skirt, and the front is not as short as i had imagined the rona sweater to be.",just purchased this lovely sweater over the weekend during the off sale i went in to buy the rona sweater in grey which i think is the same style with different name but it was all sold out the sa pointed me to a rack of these sweaters and i am happy with this choice the back print is really cute and the sweater design and color is very flattering it goes well with pants or skirt and the front is not as short as i had imagined the rona sweater to be,5,positive
"When i first tried this top on, i didn't like it because the chest just spilled open. i saw it on someone else and it was so flattering i gave it another try. i bought it in both the red and the black, and plan to put a stitch or safety pin through the top to keep it closed. it is very slimming and hides tummy/muffin top issues. i plan to wear it with the stretchy knee length maeve pencil skirts all summer, along with shorts and pants. give this one a try!",when i first tried this top on i didnt like it because the chest just spilled open i saw it on someone else and it was so flattering i gave it another try i bought it in both the red and the black and plan to put a stitch or safety pin through the top to keep it closed it is very slimming and hides tummymuffin top issues i plan to wear it with the stretchy knee length maeve pencil skirts all summer along with shorts and pants give this one a try,5,positive
"I read the previous reviews and had hoped that the exclamations about the color being inaccurate were exaggerated- however they are sadly very true. let me be clear that this is a beautiful, comfortable piece of clothing- when you put it on it feels thick and of very good quality. and while the pattern is interesting and pretty, the ""dark orange"" color i was expecting is actually a mud brown. i think it's unfortunate that retailer misrepresented such a key element of the jacket, but i digress. the",i read the previous reviews and had hoped that the exclamations about the color being inaccurate were exaggerated however they are sadly very true let me be clear that this is a beautiful comfortable piece of clothing when you put it on it feels thick and of very good quality and while the pattern is interesting and pretty the dark orange color i was expecting is actually a mud brown i think its unfortunate that retailer misrepresented such a key element of the jacket but i digress the,4,positive
"The color pattern in this material pops a lot more in person than on the website. fits perfectly, very versatile regardless of the occasion or the season (at least in california!). love it.",the color pattern in this material pops a lot more in person than on the website fits perfectly very versatile regardless of the occasion or the season at least in california love it,5,positive
"I ordered it in two colors because of excellent reviews. nice material, but fit is not for me. i will be returning them.",i ordered it in two colors because of excellent reviews nice material but fit is not for me i will be returning them,3,neutral
Super soft flannel material. the colors are beautiful and perfect for fall! it's doesn't ride up the shoulders but stays in place off-the-shoulder style. i love it!,super soft flannel material the colors are beautiful and perfect for fall its doesnt ride up the shoulders but stays in place offtheshoulder style i love it,5,positive
"My new go to skirt. great color for transitioning from summer to fall. i love the pockets and detailing, and yes, oh so soft...",my new go to skirt great color for transitioning from summer to fall i love the pockets and detailing and yes oh so soft,5,positive
"I generally wear a small or medium in tops, and decided to get the medium/large. it's over-sized, but it lays very nicely and doesn't look ""frumpy"". the back of the shirt is exactly as it looks in the picture. the front of the shirt is more of a solid blue than is shown, but still lovely.",i generally wear a small or medium in tops and decided to get the mediumlarge its oversized but it lays very nicely and doesnt look frumpy the back of the shirt is exactly as it looks in the picture the front of the shirt is more of a solid blue than is shown but still lovely,5,positive
I tried a pair of the hyphen chinos on at retailer and loved them. they are comfortable and a great casual look. i bought two more pairs in different colors on line.,i tried a pair of the hyphen chinos on at retailer and loved them they are comfortable and a great casual look i bought two more pairs in different colors on line,5,positive
"Just got this top in the mail today, and i love it. i bought the white in a small, and it fits as pictured on the model. the fabric says it's cotton, but it's a substantial fabric and feels as soft as silk. the bodice is lined, so no bra lines show through. the tiered part of the tank is not lined but is not really sheer or see-through. the arm holes are not too large, as sometimes happens on me when i wear sleeveless tops. i think i'll be wearing this one a lot this summer, and a lot of summers",just got this top in the mail today and i love it i bought the white in a small and it fits as pictured on the model the fabric says its cotton but its a substantial fabric and feels as soft as silk the bodice is lined so no bra lines show through the tiered part of the tank is not lined but is not really sheer or seethrough the arm holes are not too large as sometimes happens on me when i wear sleeveless tops i think ill be wearing this one a lot this summer and a lot of summers,5,positive
"I see all the amazing reviews and on one hand, i agree with them. but these pants do run huge and they don't fit tailored like on the model. on me, they fit loose around the legs and thighs and they're super wrinkly. you'll have to iron these after every wear and every wash. i'm surprised to see the comment saying they're wrinkle resistant. they aren't. also, the kahki is more grey which i don't love. i got these on sale, but even at $50 i just can't justify keeping them. they're super comfy but",i see all the amazing reviews and on one hand i agree with them but these pants do run huge and they dont fit tailored like on the model on me they fit loose around the legs and thighs and theyre super wrinkly youll have to iron these after every wear and every wash im surprised to see the comment saying theyre wrinkle resistant they arent also the kahki is more grey which i dont love i got these on sale but even at i just cant justify keeping them theyre super comfy but,2,negative
This tunic is a wonderfully updated look. it's cinched just a tad at the waist which gives it a great line. i paired it with a pair of citizens of humanity crop jeans. terrific look!!,this tunic is a wonderfully updated look its cinched just a tad at the waist which gives it a great line i paired it with a pair of citizens of humanity crop jeans terrific look,5,positive
I loved the beautiful print! the sleeves were beautiful as well and added a unique quality to the shirt. i also liked the longer length of the shirt. i ordered online and kept it!,i loved the beautiful print the sleeves were beautiful as well and added a unique quality to the shirt i also liked the longer length of the shirt i ordered online and kept it,4,positive
"This shirt is much more flattering in person. if i hadn't seen it in store, i don't think it would have caught my eye. i like the mix of casual and dressy this top has (i got it specifically for teaching). the one thing i noticed, however, was that the first xs i tried on looked very big on me. i tried a second on and the fit was much more flattering! i highly recommend that you try on the specific blouse you plan to purchase before you actually buy it. i'm glad i tried a second on, because i th",this shirt is much more flattering in person if i hadnt seen it in store i dont think it would have caught my eye i like the mix of casual and dressy this top has i got it specifically for teaching the one thing i noticed however was that the first xs i tried on looked very big on me i tried a second on and the fit was much more flattering i highly recommend that you try on the specific blouse you plan to purchase before you actually buy it im glad i tried a second on because i th,4,positive
"I really want to like this dress - it's beautiful, but it just fits like a sack. the yoke exaggerates my bust and the dress makes me look 20 lbs heavier. perhaps if you are tall and thin like the mode, or small chested, it would be great! the quality and color is beautiful.",i really want to like this dress its beautiful but it just fits like a sack the yoke exaggerates my bust and the dress makes me look lbs heavier perhaps if you are tall and thin like the mode or small chested it would be great the quality and color is beautiful,3,neutral
"Very cute top, just as pictured, nice soft material, color is bright and true to size. wore it to work today on casual friday and received many compliments. highly recommend!",very cute top just as pictured nice soft material color is bright and true to size wore it to work today on casual friday and received many compliments highly recommend,5,positive
"I got this dress in the gray, size small and it fits me perfectly. it hides flaws in your figure and is nice enough that it can be worn to the office and then out later for a date or dinner. i did not try on the white/black combo because i thought the white top part might be too sheer. unlike other reviewers, i think the contrast of fabrics works. i'm not sure why there are negative reviews here, i must have the right body type for it because i love it!",i got this dress in the gray size small and it fits me perfectly it hides flaws in your figure and is nice enough that it can be worn to the office and then out later for a date or dinner i did not try on the whiteblack combo because i thought the white top part might be too sheer unlike other reviewers i think the contrast of fabrics works im not sure why there are negative reviews here i must have the right body type for it because i love it,5,positive
"I have a 36c bust. i bought this blouse in a 10, even though i wear an 8 or 10. i sized up based on previous reviews. this top was super tight in the bust (it literally flattened my breasts) and very loose on the bottom. it was not flattering at all. the material is gorgeous. it is thick. it is lined. it is darted at the bust and it flares out in a peplum fashion where the light fabric up top meets the dark band of fabric in the middle. the problem is that busty ladies will find the bust area wa",i have a c bust i bought this blouse in a even though i wear an or i sized up based on previous reviews this top was super tight in the bust it literally flattened my breasts and very loose on the bottom it was not flattering at all the material is gorgeous it is thick it is lined it is darted at the bust and it flares out in a peplum fashion where the light fabric up top meets the dark band of fabric in the middle the problem is that busty ladies will find the bust area wa,3,neutral
"Can dress it up or down and still look good in it! i wear leggings under it to keep my legs warm since the material is thin and i live near the ocean. this is my new standard summer dress! i bought an xxs since i am petite weighing 95lbs and stand 5'1""",can dress it up or down and still look good in it i wear leggings under it to keep my legs warm since the material is thin and i live near the ocean this is my new standard summer dress i bought an xxs since i am petite weighing lbs and stand,5,positive
"The pictures online do not do this justice. i did not even recognize it as the same dress at first. i went a size down and that way it flatters my curves beautifully instead of looking like a robe. it can actually be worn 3 ways- i like closing the closest snap(there's two) in the middle with a skinny belt over it, and a slip dress underneath. this way, the dress has a deep v neck and opens out in front when walking. think 1940's glam. it can also be fully closed like in the picture, or left ope",the pictures online do not do this justice i did not even recognize it as the same dress at first i went a size down and that way it flatters my curves beautifully instead of looking like a robe it can actually be worn ways i like closing the closest snaptheres two in the middle with a skinny belt over it and a slip dress underneath this way the dress has a deep v neck and opens out in front when walking think s glam it can also be fully closed like in the picture or left ope,5,positive
"This is the mid-weight fall/spring jacket i had designed for myself in my head! someone got into my head and made it! really - i could not have dreamed up a lovelier jacket. it fits like a glove, it's absolutely the softest thing ever, and the (removable) lining is far warmer and plusher than i expected (i wore it out tonight on a a clear, cold night - i felt like i was wearing a hug). nice, feminine waistline and pockets in all the right places round it all out. i look forward to unbuttoning th",this is the midweight fallspring jacket i had designed for myself in my head someone got into my head and made it really i could not have dreamed up a lovelier jacket it fits like a glove its absolutely the softest thing ever and the removable lining is far warmer and plusher than i expected i wore it out tonight on a a clear cold night i felt like i was wearing a hug nice feminine waistline and pockets in all the right places round it all out i look forward to unbuttoning th,5,positive
"I really wanted to love the shorts.  when i read that the shorts were lined, i expected them to be lined so that my underwear didn't show.  even though the shorts are lined, you can see through the fabric completely.  this was absolutely disappointing since the shorts have a lovely exterior design; pockets; and, comfortable waistline.  i'm returning the shorts as well.",i really wanted to love the shorts when i read that the shorts were lined i expected them to be lined so that my underwear didnt show even though the shorts are lined you can see through the fabric completely this was absolutely disappointing since the shorts have a lovely exterior design pockets and comfortable waistline im returning the shorts as well,1,negative
"Saw this in the store in pink....very cool dress but i want black so i'm ordering it. the fabric was almost lace-like & it comes w a slip. it was sort of swingy, and designed to be a-line. loved it. the bell sleeves totally make it.",saw this in the store in pinkvery cool dress but i want black so im ordering it the fabric was almost lacelike it comes w a slip it was sort of swingy and designed to be aline loved it the bell sleeves totally make it,5,positive
"This dress is one of the most beautiful dresses i have seen. purchased for my daughter . . . it was as if you made this dress for her. had to return it because the woven fabric was fraying around the back v neckline and zipper. was able to replace it, the replacement looks good -- have a concern about two areas but we will see. just love the lines and fit of this dress! truly hope the fabric holds up.",this dress is one of the most beautiful dresses i have seen purchased for my daughter it was as if you made this dress for her had to return it because the woven fabric was fraying around the back v neckline and zipper was able to replace it the replacement looks good have a concern about two areas but we will see just love the lines and fit of this dress truly hope the fabric holds up,4,positive
"This is an amazing summer dress! so pretty it stood out even though only a few were left on the rack. it's light, airy and perfect even for the hottest summer days. the straps are not adjustable but for me the dress was not too low and it fit just like on the model pictured. a very thin belt comes with it but adds nothing ,only detracts. i am usually a s or m in retailer sizing and the s was perfect. 
 ( for ref. 5'7', 140 lbs) this dress is so flawless and beautiful and i feel wonderful wearing",this is an amazing summer dress so pretty it stood out even though only a few were left on the rack its light airy and perfect even for the hottest summer days the straps are not adjustable but for me the dress was not too low and it fit just like on the model pictured a very thin belt comes with it but adds nothing only detracts i am usually a s or m in retailer sizing and the s was perfect for ref lbs this dress is so flawless and beautiful and i feel wonderful wearing,5,positive
I love the dress as shown in the photo. thankfully i had a chance to see the dress in the store. it is sheer. can see thru it. can not wear this to work.,i love the dress as shown in the photo thankfully i had a chance to see the dress in the store it is sheer can see thru it can not wear this to work,1,negative
"The dress is  very feminine and very flirty. i love orange/melon-colored dresses. this one does not disappoint. it does run extremely small around the rib cage. i had to size up to a 6 when i typically wear a 2 or 4. my bra size is 32 b. nice quality fabric, lined, with built-in bustier.",the dress is very feminine and very flirty i love orangemeloncolored dresses this one does not disappoint it does run extremely small around the rib cage i had to size up to a when i typically wear a or my bra size is b nice quality fabric lined with builtin bustier,4,positive
I have to agree with previous reviewers in that it is a bit short on the top but i kind of like that as i am petite and most tops come way too long on me; however go up a size if you have any breasts at all. likely they will not fit in you standard size. however i just love this shirt. soooo adorable. the color is a bit more olive than brown to me though than what is in the pic :),i have to agree with previous reviewers in that it is a bit short on the top but i kind of like that as i am petite and most tops come way too long on me however go up a size if you have any breasts at all likely they will not fit in you standard size however i just love this shirt soooo adorable the color is a bit more olive than brown to me though than what is in the pic,5,positive
"I love this top! i ordered it in a medium, and it's perfect. i'm 47 years old, 5'2"", 125 lbs, for reference. the detail on this top is beautiful. can be paired with so many things. love it!!!",i love this top i ordered it in a medium and its perfect im years old lbs for reference the detail on this top is beautiful can be paired with so many things love it,5,positive
"I purchased this early in summer and have worn it a lot. you can dress it up or down, and since it's comfortable you will want to wear it a lot. i can wear it for everything from walking the dog to going out to dinner.. i bought 2 jumpsuits this summer and this is by far my favorite. the fit is flattering, fitted but not tight and the self-tie belt gives your waist definition so the overall look is hourglass. i am tall and i normally take an xs or s. i went with the s to ensure that it was long",i purchased this early in summer and have worn it a lot you can dress it up or down and since its comfortable you will want to wear it a lot i can wear it for everything from walking the dog to going out to dinner i bought jumpsuits this summer and this is by far my favorite the fit is flattering fitted but not tight and the selftie belt gives your waist definition so the overall look is hourglass i am tall and i normally take an xs or s i went with the s to ensure that it was long,5,positive
"This top is adorable; fits like a glove which makes me a little nervous...there were no washing instructions attached so i will hope for the best. the quality of your garments are always excellent; its only the risk of buying on line (sizing) which makes me hold my breath until i can try my order on. it is a joy to get items that fit from retailer, my favorite online store!",this top is adorable fits like a glove which makes me a little nervousthere were no washing instructions attached so i will hope for the best the quality of your garments are always excellent its only the risk of buying on line sizing which makes me hold my breath until i can try my order on it is a joy to get items that fit from retailer my favorite online store,4,positive
This dress is so cute and comfortable. i'm normally a 0 or 2 and the xs is plenty roomy even though this is a clingy knit. the nice cotton under slip hides all the bumps and bulges. only worry is whether or not the loose weave will pick and how it will clean but so far i am thrilled.,this dress is so cute and comfortable im normally a or and the xs is plenty roomy even though this is a clingy knit the nice cotton under slip hides all the bumps and bulges only worry is whether or not the loose weave will pick and how it will clean but so far i am thrilled,5,positive
"I love love this top, it look so much better than expected. i bought black because red wasn't available in my size. the style, print, and fit are perfect. the shirt-style hides flaws, and the top looks very good and stylish. it can be worn for formal or casual occasions. i keep looking to see if the red one is available in my size, i would buy it in every color. perfect!!",i love love this top it look so much better than expected i bought black because red wasnt available in my size the style print and fit are perfect the shirtstyle hides flaws and the top looks very good and stylish it can be worn for formal or casual occasions i keep looking to see if the red one is available in my size i would buy it in every color perfect,4,positive
Love this top! the material is very comfortable and it's loose fitting which is what i was looking for!,love this top the material is very comfortable and its loose fitting which is what i was looking for,5,positive
"I am a shorter woman (5'3"") and typically a size large. i purchased this dress in a large. it is flattering and fits well. good length as well.",i am a shorter woman and typically a size large i purchased this dress in a large it is flattering and fits well good length as well,5,positive
"I really love the front of this shirt. however, the back of the shirt is more of a jersey material so it doesn't seem to match the front of the shirt. i still wear it and it looks cute, but it threw me off a bit at first.",i really love the front of this shirt however the back of the shirt is more of a jersey material so it doesnt seem to match the front of the shirt i still wear it and it looks cute but it threw me off a bit at first,4,positive
"Haven't seen a top as fun and unique as this without being ""too much"" in a long time. i typically like a little longer with skinny jeans/leggings but this does the job of hitting at a good spot just at my crotch and the bottom of my behind. it's the right amount of swing at the bottom to wear out (not sure i could tuck it in and make it look right as in the photo), the ""bell"" at the sleeve bottoms adds just the right amount of detail as does the neck detail and ties. the color is beautiful and i",havent seen a top as fun and unique as this without being too much in a long time i typically like a little longer with skinny jeansleggings but this does the job of hitting at a good spot just at my crotch and the bottom of my behind its the right amount of swing at the bottom to wear out not sure i could tuck it in and make it look right as in the photo the bell at the sleeve bottoms adds just the right amount of detail as does the neck detail and ties the color is beautiful and i,5,positive
"I love this tank, it is casual and comfortable, but has the little scarf attached to it, so sweet and styling. i tried on the xs regular, and would need petite, it was a bit long on me, but some people may prefer that. i also wonder about getting xxs only because it is a looser-fit tank. both colors are nice and neutral, good piece to add to a transition wardrobe. (115 lbs, 30 dd, 26.5 in waist)",i love this tank it is casual and comfortable but has the little scarf attached to it so sweet and styling i tried on the xs regular and would need petite it was a bit long on me but some people may prefer that i also wonder about getting xxs only because it is a looserfit tank both colors are nice and neutral good piece to add to a transition wardrobe lbs dd in waist,4,positive
I ordered the yellow. i love this shirt it such a happy print. can match a lot of things.,i ordered the yellow i love this shirt it such a happy print can match a lot of things,5,positive
"This coat is spectacular. it was love at first sight but it was only after trying it on in a store that i decided i really wanted it, even at the full price. the design is unique and gorgeous, you don't see coats like this on the street, not a cookie-cutter. it's very soft, yet warm, and has a gorgeous ochre colored lining making it very easy to put on and a standout when a bit of the lining is revealed.
it seems the fit is what most reviewers complain about and i can see that. i tried size 2 (",this coat is spectacular it was love at first sight but it was only after trying it on in a store that i decided i really wanted it even at the full price the design is unique and gorgeous you dont see coats like this on the street not a cookiecutter its very soft yet warm and has a gorgeous ochre colored lining making it very easy to put on and a standout when a bit of the lining is revealed it seems the fit is what most reviewers complain about and i can see that i tried size,5,positive
"Gorgeous, but so, so, small. recommend ordering 2 sizes up.",gorgeous but so so small recommend ordering sizes up,5,positive
"I'm always weary of v necks but this shirt is great. the fit is true to size and while it is a v neck, it's not such a deep plunge that you need a cami underneath. great material too and perfect for dressing up a bit. i bought the blue color and love it!",im always weary of v necks but this shirt is great the fit is true to size and while it is a v neck its not such a deep plunge that you need a cami underneath great material too and perfect for dressing up a bit i bought the blue color and love it,5,positive
